0,0,0,1,2,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,8,4,4,4,8,4,4,
9,9,9,10,11,9,9,9,12,4,4,4,4,4,13,13,4,4,4,4,4,4,5,6,7,14,4,4,4,14,4,4,
15,15,15,16,17,15,15,15,18,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,19,4,4,4,19,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,20,21,21,21,21,21,22,21,21,21,23,6,7,4,4,4,4,4,4,4,
4,4,4,4,4,13,4,4,4,4,4,4,24,6,6,6,6,6,25,6,6,6,6,6,26,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,27,6,6,6,6,6,25,6,6,6,6,6,26,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,27,6,28,29,30,30,31,30,30,30,30,30,32,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,27,6,26,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,13,4,4,4,27,6,26,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
33,33,33,34,33,33,33,33,33,33,33,33,23,6,26,4,4,4,4,4,4,4,4,4,4,4,35,36,37,4,4,4,
6,6,6,38,6,6,6,6,6,6,6,6,6,6,26,4,4,4,4,4,4,4,4,4,4,4,39,40,4,4,4,4,
6,6,6,38,6,6,6,6,6,6,6,6,6,6,7,4,4,4,4,4,4,4,4,41,4,4,4,4,41,4,4,4,
30,30,30,42,30,30,30,30,30,30,30,30,30,43,44,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,45,46,46,46,46,46,46,46,47,4,4,4,48,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,49,50,51,50,50,50,50,52,53,4,4,4,54,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,49,50,50,50,50,50,50,52,53,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,55,56,56,56,56,57,50,50,53,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
58,4,4,4,4,4,4,4,4,4,58,59,50,50,53,4,4,60,4,61,62,63,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,59,50,50,53,4,4,4,64,64,65,65,66,67,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,55,68,69,53,4,4,70,65,65,71,65,72,73,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,49,53,4,4,4,74,65,65,65,75,76,4,4,4,4,4,4,4,4,
46,46,46,46,77,4,4,4,4,4,4,4,4,49,78,47,4,60,4,79,61,80,4,4,4,4,4,4,4,4,4,4,
52,52,81,81,78,47,4,4,4,4,4,4,4,49,50,78,47,4,4,54,4,4,4,61,4,4,4,4,4,4,4,4,
52,81,81,81,81,78,46,47,4,4,4,4,4,55,69,52,78,47,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
52,82,81,81,81,52,52,53,4,4,4,4,48,4,59,52,52,78,46,46,46,46,46,46,46,46,47,4,4,4,4,4,
52,52,81,81,52,52,52,53,4,4,4,4,54,45,83,52,82,52,50,50,50,52,81,81,52,52,53,4,4,4,4,4,
68,68,68,68,68,68,68,84,4,4,4,4,4,49,52,52,52,50,50,50,50,52,52,81,81,52,53,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,55,68,68,68,68,68,68,68,68,68,69,81,81,53,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,49,81,81,53,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,49,81,81,53,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,49,81,81,53,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,49,81,81,53,4,4,4,4,4,

