0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,4,5,0,6,6,6,6,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2,3,2,4,0,0,8,9,9,9,9,9,9,9,9,
0,0,0,0,10,11,12,8,9,9,9,9,9,9,13,2,2,3,2,7,14,9,9,15,16,16,16,16,16,16,16,16,
0,0,0,0,17,18,19,20,16,16,16,16,16,16,21,22,22,22,22,22,23,16,16,16,16,16,16,16,16,16,16,16,
0,0,0,0,24,25,26,20,16,16,16,16,16,16,27,22,22,22,22,22,28,16,16,16,16,16,16,16,16,16,16,16,
0,0,0,0,0,29,0,20,16,16,16,16,16,16,30,2,3,2,2,2,31,16,16,16,16,16,16,16,16,16,16,16,
0,0,32,0,33,34,35,20,16,16,16,36,37,37,38,3,2,2,3,2,39,37,37,40,16,16,16,16,16,16,16,16,
0,5,10,11,41,42,43,20,16,16,16,44,0,0,1,2,2,2,2,2,45,0,0,46,37,37,37,37,37,37,37,37,
0,0,47,18,48,0,49,20,16,16,16,44,0,0,1,2,3,3,3,2,45,0,6,6,0,6,6,6,0,0,0,5,
0,0,50,51,52,53,0,20,16,16,16,44,0,0,1,2,2,2,3,3,45,0,0,6,6,6,0,6,6,6,0,0,
0,0,0,29,53,0,0,20,16,16,16,54,55,55,56,57,57,57,57,57,58,55,55,55,55,55,55,55,55,55,55,55,
0,0,33,34,35,0,0,20,16,16,16,59,60,60,61,62,62,62,62,62,63,60,60,60,60,60,60,60,60,60,60,60,
0,0,64,42,43,0,0,20,16,16,16,59,65,66,67,68,68,68,68,68,69,66,66,66,66,66,66,66,66,66,66,66,
0,70,0,0,0,0,0,20,16,16,16,59,71,0,72,73,73,73,73,73,74,0,0,0,0,0,0,0,0,0,0,0,
75,0,0,0,0,6,0,20,16,16,16,59,71,0,1,2,2,2,2,2,45,0,0,0,0,75,75,75,0,0,0,0,
0,75,0,0,6,6,0,20,16,16,16,59,71,0,1,2,2,2,2,2,45,0,0,0,75,75,0,75,75,0,0,0,
0,75,0,0,6,0,0,20,16,16,16,59,71,0,1,2,2,3,2,2,45,0,0,0,0,0,76,77,0,0,0,0,
0,0,0,6,6,0,0,20,16,16,16,59,71,0,1,2,2,3,2,2,45,0,0,0,0,0,78,79,0,0,0,0,
0,0,0,0,0,0,0,20,16,16,16,59,71,0,1,2,2,3,2,2,45,0,0,0,75,75,0,75,75,75,0,0,
0,0,0,0,0,0,0,20,16,16,16,59,71,0,1,2,3,2,2,2,45,0,0,0,0,75,75,75,0,75,75,0,
80,80,80,80,80,80,81,20,16,16,16,59,71,0,1,2,2,3,2,2,45,0,0,0,0,0,0,0,0,0,0,0,
82,82,82,82,82,82,83,20,16,16,16,59,71,0,1,2,2,3,2,2,45,0,0,0,0,0,0,0,0,0,0,0,
82,82,82,82,82,82,84,20,16,16,16,59,71,0,1,2,2,2,2,2,45,0,0,0,0,0,0,0,0,0,0,0,
82,82,82,82,82,82,84,20,16,16,16,59,71,0,1,2,2,2,2,2,45,0,0,0,0,0,0,0,0,0,0,0,
82,82,82,82,82,82,83,20,16,16,16,59,71,0,1,2,3,2,2,2,45,0,0,0,0,0,75,75,75,0,0,0,
85,85,86,87,85,85,88,20,16,16,16,59,71,0,1,2,2,2,2,2,45,0,0,0,0,0,0,0,75,75,0,0,
89,90,91,92,90,89,93,20,16,16,16,59,71,0,1,2,2,2,2,2,45,0,0,0,0,0,0,0,75,75,0,0,
94,94,95,96,94,97,5,20,16,16,16,59,71,0,1,2,2,3,2,2,45,0,0,0,0,0,0,75,75,75,0,0,
9,9,9,9,9,9,9,98,16,16,16,59,71,0,1,2,2,2,2,2,45,0,0,0,0,0,0,75,75,0,0,0,
16,16,16,16,16,16,16,16,16,16,16,59,71,0,1,2,2,2,3,2,45,0,0,0,0,0,0,0,0,0,0,0,
16,16,16,16,16,16,16,16,16,16,16,59,71,0,1,2,3,2,2,2,45,0,0,0,0,0,0,0,0,0,0,0,
37,37,37,37,37,37,37,37,37,37,37,99,71,0,1,2,2,3,2,2,45,0,0,0,0,0,0,0,0,0,0,0,

